truck_id,fleet_id,unit_number,make,model,year,plate,vin_stub,mpg,fuel_cost_per_gallon,driver_pay_per_mile,maintenance_cost_per_mile,fixed_cost_per_month,estimated_fuel_cost_per_mile,estimated_total_cost_per_mile,odometer_miles,avg_daily_miles,status,created_at
T0470,1017,1017-470,Kenworth,T680,2023,NM-600X92,TRAVECTIO00470VIN,6.99,3.98,0.76,0.14,2651.11,0.569,1.734,568819,360,shop,2025-09-11
T0471,1012,1012-471,Volvo,VNL,2013,CA-914L31,TRAVECTIO00471VIN,7.22,3.83,0.76,0.18,1940.07,0.53,1.664,507579,355,active,2025-09-11
T0472,1074,1074-472,Mack,Anthem,2019,IL-288R92,TRAVECTIO00472VIN,5.33,3.85,0.71,0.17,2517.53,0.722,1.854,568365,315,active,2025-09-11
T0473,1024,1024-473,International,LT,2011,NM-967C95,TRAVECTIO00473VIN,5.57,3.94,0.63,0.17,2006.33,0.707,1.708,508980,379,active,2025-09-11
T0474,1043,1043-474,Freightliner,Cascadia,2017,SC-962U39,TRAVECTIO00474VIN,7.05,4.63,0.78,0.15,2062.85,0.657,1.793,348436,327,active,2025-09-11
T0475,1112,1112-475,Mack,Anthem,2013,FL-323Q68,TRAVECTIO00475VIN,6.42,4.13,0.66,0.16,3139.63,0.643,1.777,442425,415,active,2025-09-11
T0476,1054,1054-476,Freightliner,Cascadia,2020,OK-782T71,TRAVECTIO00476VIN,7.01,4.45,0.46,0.16,1229.44,0.635,1.378,581676,239,shop,2025-09-11
T0477,1077,1077-477,Freightliner,Cascadia,2011,WI-664N11,TRAVECTIO00477VIN,4.5,4.2,0.62,0.13,2297.46,0.933,1.913,333630,389,active,2025-09-11
T0478,1020,1020-478,International,LT,2022,MS-648J12,TRAVECTIO00478VIN,6.3,4.17,0.65,0.12,1058.15,0.662,1.538,419239,331,standby,2025-09-11
T0479,1025,1025-479,Mack,Anthem,2021,MI-925F23,TRAVECTIO00479VIN,7.44,3.35,0.82,0.27,2218.2,0.45,1.762,392188,409,active,2025-09-11
T0480,1002,1002-480,International,LT,2013,LA-296T77,TRAVECTIO00480VIN,5.36,3.16,0.75,0.24,2537.91,0.59,1.834,285191,426,active,2025-09-11
T0481,1020,1020-481,Kenworth,T680,2015,UT-506C57,TRAVECTIO00481VIN,8.3,4.15,0.75,0.1,2310.63,0.5,1.581,612668,325,shop,2025-09-11
T0482,1034,1034-482,Volvo,VNL,2020,LA-813H48,TRAVECTIO00482VIN,7.2,3.45,0.92,0.16,1728.22,0.479,1.732,624393,372,active,2025-09-11
T0483,1023,1023-483,Mack,Anthem,2024,OK-877B21,TRAVECTIO00483VIN,5.33,4.31,0.83,0.18,1964.04,0.809,2.015,264825,394,shop,2025-09-11
T0484,1009,1009-484,Volvo,VNL,2017,WI-587B91,TRAVECTIO00484VIN,8.56,4.17,0.88,0.19,2176.99,0.487,1.775,475144,281,active,2025-09-11
T0485,1011,1011-485,Mack,Anthem,2013,AL-611N92,TRAVECTIO00485VIN,6.99,4.36,0.92,0.18,1865.58,0.624,1.911,343467,469,active,2025-09-11
T0486,1053,1053-486,International,LT,2024,NC-640B39,TRAVECTIO00486VIN,6.57,4.27,0.74,0.2,2083.3,0.65,1.798,484907,200,active,2025-09-11
T0487,1027,1027-487,Mack,Anthem,2020,IL-377B19,TRAVECTIO00487VIN,5.9,4.33,0.69,0.11,2147.15,0.734,1.749,320431,198,active,2025-09-11
T0488,1046,1046-488,International,LT,2020,CO-133F50,TRAVECTIO00488VIN,6.72,3.79,0.74,0.2,1813.36,0.564,1.685,701183,243,active,2025-09-11
T0489,1057,1057-489,Peterbilt,579,2020,SC-870W60,TRAVECTIO00489VIN,7.73,4.34,0.77,0.16,1888.36,0.561,1.68,472282,515,active,2025-09-11
T0490,1080,1080-490,Kenworth,T680,2013,MN-346S59,TRAVECTIO00490VIN,7.28,4.18,0.57,0.17,2027.88,0.574,1.517,594792,242,standby,2025-09-11
T0491,1002,1002-491,Kenworth,T680,2017,NV-857E98,TRAVECTIO00491VIN,5.96,4.04,0.65,0.16,1806.14,0.678,1.669,286125,292,active,2025-09-11
T0492,1094,1094-492,International,LT,2022,PA-154D65,TRAVECTIO00492VIN,7.36,3.54,0.67,0.22,1560.85,0.481,1.527,426369,338,active,2025-09-11
T0493,1073,1073-493,Freightliner,Cascadia,2016,IA-887T86,TRAVECTIO00493VIN,6.84,3.39,0.8,0.16,2397.88,0.496,1.696,570710,278,shop,2025-09-11
T0494,1009,1009-494,Kenworth,T680,2011,OK-379Z67,TRAVECTIO00494VIN,7.7,4.05,0.75,0.17,2065.38,0.526,1.653,596433,283,shop,2025-09-11
T0495,1107,1107-495,Peterbilt,579,2016,WI-484N33,TRAVECTIO00495VIN,6.19,4.36,0.86,0.26,1961.79,0.704,2.02,401784,441,standby,2025-09-11
T0496,1113,1113-496,Mack,Anthem,2017,AL-890T47,TRAVECTIO00496VIN,5.88,4.26,0.81,0.15,2279.77,0.724,1.912,250669,425,active,2025-09-11
T0497,1007,1007-497,Mack,Anthem,2012,AL-374E58,TRAVECTIO00497VIN,5.15,3.89,0.77,0.28,2576.47,0.755,2.063,573013,321,active,2025-09-11
T0498,1034,1034-498,Mack,Anthem,2017,VA-469D21,TRAVECTIO00498VIN,6.82,3.98,0.64,0.15,1567.13,0.584,1.531,205653,384,active,2025-09-11
T0499,1095,1095-499,Kenworth,T680,2018,PA-879I23,TRAVECTIO00499VIN,6.6,3.41,0.84,0.19,2361.69,0.517,1.783,411111,433,active,2025-09-11
T0500,1088,1088-500,Freightliner,Cascadia,2013,MI-559R81,TRAVECTIO00500VIN,7.34,4.11,0.78,0.24,1870.16,0.56,1.767,378404,568,standby,2025-09-11
T0501,1024,1024-501,Volvo,VNL,2012,FL-191L80,TRAVECTIO00501VIN,6.38,4.01,0.78,0.09,1931.01,0.629,1.692,384474,281,active,2025-09-11
T0502,1028,1028-502,International,LT,2020,UT-432M11,TRAVECTIO00502VIN,6.91,4.35,0.47,0.28,2458.4,0.63,1.626,485433,310,active,2025-09-11
T0503,1047,1047-503,Volvo,VNL,2017,NV-186X81,TRAVECTIO00503VIN,6.93,4.06,0.77,0.15,1933.26,0.586,1.699,401476,318,active,2025-09-11
T0504,1055,1055-504,International,LT,2019,TN-801M31,TRAVECTIO00504VIN,5.65,4.05,0.81,0.22,2434.12,0.717,1.99,488920,332,active,2025-09-11
T0505,1073,1073-505,Kenworth,T680,2015,MS-604E18,TRAVECTIO00505VIN,7.47,3.52,0.63,0.23,1839.73,0.471,1.515,563134,423,active,2025-09-11
T0506,1047,1047-506,Volvo,VNL,2015,MI-406P19,TRAVECTIO00506VIN,7.66,3.69,0.73,0.22,2339.44,0.482,1.666,436173,345,active,2025-09-11
T0507,1053,1053-507,Kenworth,T680,2014,CA-740P86,TRAVECTIO00507VIN,7.23,4.31,0.74,0.13,1932.66,0.596,1.659,150232,398,standby,2025-09-11
T0508,1088,1088-508,Peterbilt,579,2018,NC-238J10,TRAVECTIO00508VIN,7.29,4.09,0.71,0.07,1420.18,0.561,1.483,614364,282,shop,2025-09-11
T0509,1002,1002-509,Kenworth,T680,2024,IA-489Z52,TRAVECTIO00509VIN,7.8,4.33,0.61,0.2,1839.76,0.555,1.549,348681,389,shop,2025-09-11
T0510,1033,1033-510,Kenworth,T680,2017,NM-943U86,TRAVECTIO00510VIN,6.41,3.38,0.78,0.15,1307.81,0.527,1.588,383629,442,active,2025-09-11
T0511,1086,1086-511,Kenworth,T680,2016,IA-811G71,TRAVECTIO00511VIN,7.74,3.9,0.81,0.11,2063.76,0.504,1.63,476778,429,active,2025-09-11
T0512,1112,1112-512,Peterbilt,579,2017,VA-398X98,TRAVECTIO00512VIN,7.34,3.32,0.64,0.18,1895.46,0.452,1.462,507689,514,shop,2025-09-11
T0513,1060,1060-513,International,LT,2023,LA-433M45,TRAVECTIO00513VIN,6.4,3.83,0.79,0.24,2659.87,0.598,1.894,484647,275,shop,2025-09-11
T0514,1063,1063-514,Kenworth,T680,2012,MA-677G85,TRAVECTIO00514VIN,5.73,3.46,0.89,0.27,2464.82,0.604,2.01,551172,484,standby,2025-09-11
T0515,1011,1011-515,Peterbilt,579,2021,NV-663A69,TRAVECTIO00515VIN,6.34,3.6,0.8,0.19,2540.03,0.568,1.812,496484,409,active,2025-09-11
T0516,1052,1052-516,Volvo,VNL,2023,AR-951W18,TRAVECTIO00516VIN,7.83,4.45,0.85,0.21,2417.69,0.568,1.87,394659,448,shop,2025-09-11
T0517,1063,1063-517,Mack,Anthem,2018,SC-748J40,TRAVECTIO00517VIN,5.68,4.37,0.78,0.14,1722.19,0.769,1.861,516406,376,active,2025-09-11
T0518,1033,1033-518,Mack,Anthem,2013,AZ-533Z58,TRAVECTIO00518VIN,5.52,4.15,0.86,0.18,1968.83,0.752,1.989,497450,293,active,2025-09-11
T0519,1034,1034-519,Volvo,VNL,2020,IL-696M78,TRAVECTIO00519VIN,6.33,3.84,0.95,0.14,2542.68,0.607,1.951,579221,184,standby,2025-09-11
T0520,1048,1048-520,Mack,Anthem,2017,WI-137Z56,TRAVECTIO00520VIN,5.84,3.66,0.56,0.2,1659.0,0.627,1.553,424311,414,standby,2025-09-11
T0521,1001,1001-521,International,LT,2021,MA-187D41,TRAVECTIO00521VIN,7.35,4.09,0.74,0.12,2463.11,0.556,1.662,576937,326,active,2025-09-11
T0522,1041,1041-522,Peterbilt,579,2021,IA-145S92,TRAVECTIO00522VIN,6.05,3.94,0.7,0.2,1834.88,0.651,1.734,491801,299,shop,2025-09-11
T0523,1028,1028-523,Kenworth,T680,2023,MI-208A22,TRAVECTIO00523VIN,6.41,4.38,1.0,0.24,2398.56,0.683,2.163,587315,255,active,2025-09-11
T0524,1043,1043-524,Peterbilt,579,2019,CA-631R84,TRAVECTIO00524VIN,7.41,3.98,0.77,0.23,1979.61,0.537,1.735,510099,300,standby,2025-09-11
T0525,1011,1011-525,Peterbilt,579,2018,PA-500O96,TRAVECTIO00525VIN,7.39,3.78,0.71,0.17,2286.67,0.512,1.621,541949,286,standby,2025-09-11
T0526,1112,1112-526,Mack,Anthem,2019,SC-453A71,TRAVECTIO00526VIN,8.36,3.36,0.79,0.21,1960.93,0.402,1.598,437942,374,active,2025-09-11
T0527,1069,1069-527,Kenworth,T680,2017,MA-187D28,TRAVECTIO00527VIN,7.13,3.92,0.85,0.22,2757.27,0.55,1.896,334061,372,active,2025-09-11
T0528,1080,1080-528,Kenworth,T680,2016,IN-903G76,TRAVECTIO00528VIN,6.56,3.65,0.69,0.21,2344.07,0.556,1.69,321577,534,shop,2025-09-11
T0529,1093,1093-529,Kenworth,T680,2018,NC-548X99,TRAVECTIO00529VIN,6.08,4.08,0.68,0.22,2516.74,0.671,1.823,302497,510,shop,2025-09-11
T0530,1055,1055-530,Kenworth,T680,2012,AR-145Z24,TRAVECTIO00530VIN,6.81,3.79,0.85,0.15,2080.33,0.557,1.765,360077,360,active,2025-09-11
T0531,1009,1009-531,Kenworth,T680,2021,NC-793Z31,TRAVECTIO00531VIN,5.86,4.64,0.85,0.19,1973.44,0.792,2.029,331855,379,active,2025-09-11
T0532,1064,1064-532,International,LT,2013,WI-263K81,TRAVECTIO00532VIN,7.43,3.93,0.87,0.23,2677.25,0.529,1.897,394841,282,shop,2025-09-11
T0533,1069,1069-533,Volvo,VNL,2014,UT-514U33,TRAVECTIO00533VIN,6.31,4.07,0.49,0.18,2418.31,0.645,1.557,468970,355,active,2025-09-11
T0534,1088,1088-534,Mack,Anthem,2021,MI-505A88,TRAVECTIO00534VIN,7.83,4.15,0.72,0.23,2724.08,0.53,1.752,646207,498,active,2025-09-11
T0535,1052,1052-535,Volvo,VNL,2020,MI-498A37,TRAVECTIO00535VIN,5.93,3.91,0.81,0.21,2061.93,0.659,1.885,349332,386,active,2025-09-11
T0536,1012,1012-536,Kenworth,T680,2023,AZ-928Z18,TRAVECTIO00536VIN,5.18,4.5,0.76,0.16,1995.05,0.869,1.989,587523,124,standby,2025-09-11
T0537,1034,1034-537,Freightliner,Cascadia,2023,NY-649F56,TRAVECTIO00537VIN,6.79,3.96,0.96,0.14,2018.55,0.583,1.885,542615,412,active,2025-09-11
T0538,1046,1046-538,Peterbilt,579,2018,NC-368V72,TRAVECTIO00538VIN,7.81,3.77,0.88,0.2,1906.81,0.483,1.754,264607,331,standby,2025-09-11
T0539,1075,1075-539,Mack,Anthem,2016,IA-497T60,TRAVECTIO00539VIN,7.11,4.29,0.4,0.21,1928.31,0.603,1.406,303561,198,standby,2025-09-11
T0540,1069,1069-540,Freightliner,Cascadia,2016,PA-965O89,TRAVECTIO00540VIN,4.53,4.28,0.72,0.25,2251.45,0.945,2.14,526478,525,active,2025-09-11
T0541,1045,1045-541,Mack,Anthem,2022,UT-404T85,TRAVECTIO00541VIN,5.69,3.99,0.72,0.17,1553.31,0.701,1.746,525193,384,active,2025-09-11
T0542,1118,1118-542,Mack,Anthem,2013,VA-220H49,TRAVECTIO00542VIN,7.3,4.25,0.71,0.13,3061.97,0.582,1.728,479530,307,active,2025-09-11
T0543,1070,1070-543,Peterbilt,579,2016,AZ-244Q59,TRAVECTIO00543VIN,7.99,3.9,0.69,0.22,1973.77,0.488,1.595,431070,322,shop,2025-09-11
T0544,1033,1033-544,International,LT,2013,MN-492N33,TRAVECTIO00544VIN,8.13,3.7,0.83,0.1,2214.23,0.455,1.606,507631,285,shop,2025-09-11
T0545,1011,1011-545,Mack,Anthem,2019,AZ-760F81,TRAVECTIO00545VIN,7.46,3.66,0.88,0.22,2477.11,0.491,1.839,480157,359,active,2025-09-11
T0546,1017,1017-546,Volvo,VNL,2015,SC-291K67,TRAVECTIO00546VIN,6.34,4.51,0.63,0.21,1920.2,0.711,1.743,354463,294,standby,2025-09-11
T0547,1033,1033-547,Freightliner,Cascadia,2024,PA-109P27,TRAVECTIO00547VIN,5.65,3.83,0.78,0.23,2166.91,0.678,1.905,513227,362,active,2025-09-11
T0548,1018,1018-548,Volvo,VNL,2019,MO-768P62,TRAVECTIO00548VIN,6.64,4.18,0.77,0.16,2709.03,0.63,1.831,330856,249,shop,2025-09-11
T0549,1025,1025-549,Volvo,VNL,2022,NM-554P31,TRAVECTIO00549VIN,7.33,4.2,0.73,0.25,2430.95,0.573,1.796,391905,465,active,2025-09-11
T0550,1035,1035-550,International,LT,2011,UT-879H47,TRAVECTIO00550VIN,6.77,3.79,0.8,0.2,2437.01,0.56,1.804,459753,376,active,2025-09-11
T0551,1021,1021-551,Kenworth,T680,2014,WI-395F68,TRAVECTIO00551VIN,8.71,4.41,0.76,0.23,2489.13,0.506,1.745,512159,382,standby,2025-09-11
T0552,1112,1112-552,Mack,Anthem,2023,NV-607R75,TRAVECTIO00552VIN,6.56,3.97,0.78,0.16,931.83,0.605,1.638,641120,381,active,2025-09-11
T0553,1008,1008-553,International,LT,2012,MS-893R56,TRAVECTIO00553VIN,5.85,3.98,0.81,0.19,1781.55,0.68,1.858,564940,308,standby,2025-09-11
T0554,1062,1062-554,Freightliner,Cascadia,2023,CA-551R37,TRAVECTIO00554VIN,6.83,3.52,0.81,0.2,2480.6,0.515,1.773,450194,417,shop,2025-09-11
T0555,1050,1050-555,Freightliner,Cascadia,2022,NM-769Y41,TRAVECTIO00555VIN,8.08,3.9,0.62,0.14,2255.46,0.483,1.469,461737,479,active,2025-09-11
T0556,1118,1118-556,Freightliner,Cascadia,2018,MS-456C66,TRAVECTIO00556VIN,6.59,3.92,0.69,0.19,2037.25,0.595,1.679,270329,495,active,2025-09-11
T0557,1011,1011-557,Peterbilt,579,2014,UT-855S98,TRAVECTIO00557VIN,6.27,4.25,0.83,0.21,1692.0,0.678,1.887,496104,290,active,2025-09-11
T0558,1050,1050-558,Mack,Anthem,2020,OK-538F88,TRAVECTIO00558VIN,7.0,3.59,0.87,0.22,2098.89,0.513,1.813,451821,292,active,2025-09-11
T0559,1116,1116-559,Peterbilt,579,2024,TX-924B82,TRAVECTIO00559VIN,7.32,4.01,0.84,0.18,1271.87,0.548,1.695,594294,281,active,2025-09-11
T0560,1106,1106-560,International,LT,2015,IA-651F51,TRAVECTIO00560VIN,4.5,4.1,0.55,0.13,2316.63,0.911,1.823,780626,352,active,2025-09-11
T0561,1097,1097-561,Kenworth,T680,2020,MS-978Q96,TRAVECTIO00561VIN,7.38,3.77,0.73,0.17,1363.88,0.511,1.547,402014,369,active,2025-09-11
T0562,1034,1034-562,Peterbilt,579,2023,UT-521B45,TRAVECTIO00562VIN,7.01,3.95,0.81,0.08,1694.4,0.563,1.622,203957,446,active,2025-09-11
T0563,1020,1020-563,Mack,Anthem,2024,SC-355E51,TRAVECTIO00563VIN,7.21,3.98,0.67,0.17,1641.82,0.552,1.556,258492,313,active,2025-09-11
T0564,1078,1078-564,Mack,Anthem,2017,IL-245S90,TRAVECTIO00564VIN,7.32,4.5,0.84,0.08,2032.23,0.615,1.738,529134,307,active,2025-09-11
T0565,1114,1114-565,Mack,Anthem,2017,OH-562C91,TRAVECTIO00565VIN,7.05,3.91,0.65,0.21,2728.17,0.555,1.688,416459,365,active,2025-09-11
T0566,1067,1067-566,Volvo,VNL,2019,CA-384W57,TRAVECTIO00566VIN,6.65,3.7,0.74,0.19,2194.36,0.556,1.705,460140,451,shop,2025-09-11
T0567,1069,1069-567,Volvo,VNL,2016,MN-102Y21,TRAVECTIO00567VIN,7.54,3.63,0.61,0.21,2547.51,0.481,1.556,524368,207,shop,2025-09-11
T0568,1034,1034-568,Mack,Anthem,2021,AZ-466C78,TRAVECTIO00568VIN,6.87,3.84,0.91,0.15,1896.49,0.559,1.809,353234,386,shop,2025-09-11
T0569,1091,1091-569,Peterbilt,579,2017,NM-316P44,TRAVECTIO00569VIN,7.35,3.95,0.81,0.07,2666.55,0.537,1.684,386463,329,active,2025-09-11
T0570,1025,1025-570,Kenworth,T680,2016,WI-691E82,TRAVECTIO00570VIN,7.18,3.08,0.81,0.19,3219.6,0.429,1.751,591788,590,shop,2025-09-11
T0571,1041,1041-571,Kenworth,T680,2021,NV-149B22,TRAVECTIO00571VIN,7.5,4.33,0.73,0.16,2252.28,0.577,1.692,350866,318,shop,2025-09-11
T0572,1052,1052-572,Freightliner,Cascadia,2012,MA-978F66,TRAVECTIO00572VIN,5.72,3.97,0.77,0.18,1526.13,0.694,1.797,467632,333,shop,2025-09-11
T0573,1059,1059-573,Freightliner,Cascadia,2017,TX-805E93,TRAVECTIO00573VIN,9.26,4.48,0.78,0.15,1702.18,0.484,1.584,328262,259,active,2025-09-11
T0574,1033,1033-574,Peterbilt,579,2024,MA-997I21,TRAVECTIO00574VIN,7.15,3.76,0.87,0.25,2587.13,0.526,1.905,347713,422,active,2025-09-11
T0575,1011,1011-575,Kenworth,T680,2012,PA-780U31,TRAVECTIO00575VIN,7.31,3.83,0.94,0.19,1891.29,0.524,1.843,526316,306,active,2025-09-11
T0576,1070,1070-576,Volvo,VNL,2021,AR-843W39,TRAVECTIO00576VIN,5.82,3.8,0.62,0.18,2150.39,0.653,1.668,247379,279,shop,2025-09-11
T0577,1035,1035-577,Mack,Anthem,2012,AZ-197A37,TRAVECTIO00577VIN,7.34,4.21,0.63,0.13,2043.25,0.574,1.538,405207,438,shop,2025-09-11
T0578,1069,1069-578,Freightliner,Cascadia,2013,MN-331Q97,TRAVECTIO00578VIN,7.54,3.83,0.78,0.14,1738.6,0.508,1.602,387809,499,shop,2025-09-11
T0579,1017,1017-579,Freightliner,Cascadia,2011,AZ-451D64,TRAVECTIO00579VIN,7.46,4.06,0.78,0.23,1691.23,0.544,1.723,404923,501,active,2025-09-11
T0580,1055,1055-580,Volvo,VNL,2012,LA-492C23,TRAVECTIO00580VIN,7.83,4.58,0.82,0.25,2322.1,0.585,1.887,503687,334,active,2025-09-11
T0581,1063,1063-581,Kenworth,T680,2016,NJ-406E58,TRAVECTIO00581VIN,6.44,4.08,0.73,0.23,1683.78,0.634,1.762,187049,518,active,2025-09-11
T0582,1004,1004-582,Mack,Anthem,2021,SC-170Q82,TRAVECTIO00582VIN,7.7,3.84,0.75,0.24,2417.36,0.499,1.731,567921,253,active,2025-09-11
T0583,1043,1043-583,International,LT,2021,TN-550L37,TRAVECTIO00583VIN,7.27,3.93,0.66,0.27,2233.13,0.541,1.694,574807,313,active,2025-09-11
T0584,1012,1012-584,Volvo,VNL,2020,CO-553G21,TRAVECTIO00584VIN,5.73,3.87,0.78,0.24,2373.8,0.675,1.932,544790,467,active,2025-09-11
T0585,1007,1007-585,Peterbilt,579,2023,NC-703X59,TRAVECTIO00585VIN,7.06,3.51,0.88,0.18,2121.72,0.497,1.769,510370,351,active,2025-09-11
T0586,1118,1118-586,Volvo,VNL,2016,UT-243H45,TRAVECTIO00586VIN,5.98,3.96,0.67,0.17,2323.62,0.662,1.734,337264,480,active,2025-09-11
T0587,1041,1041-587,Peterbilt,579,2019,IA-714X87,TRAVECTIO00587VIN,6.56,4.51,0.74,0.13,2811.5,0.688,1.839,199692,247,active,2025-09-11
T0588,1096,1096-588,Mack,Anthem,2011,NY-967V48,TRAVECTIO00588VIN,5.7,4.48,0.8,0.07,2246.33,0.786,1.881,306244,459,active,2025-09-11
T0589,1033,1033-589,International,LT,2020,MO-293X60,TRAVECTIO00589VIN,7.03,3.95,0.95,0.17,2425.94,0.562,1.925,458324,397,active,2025-09-11
T0590,1080,1080-590,Mack,Anthem,2011,UT-912H73,TRAVECTIO00590VIN,8.71,3.27,0.74,0.21,2473.29,0.375,1.572,371115,375,shop,2025-09-11
T0591,1091,1091-591,Freightliner,Cascadia,2014,IL-753T19,TRAVECTIO00591VIN,7.37,5.09,0.65,0.16,2523.21,0.691,1.753,395590,218,standby,2025-09-11
T0592,1069,1069-592,Freightliner,Cascadia,2016,MA-424E59,TRAVECTIO00592VIN,6.54,4.26,0.88,0.2,1690.31,0.651,1.9,361892,367,standby,2025-09-11
T0593,1054,1054-593,Volvo,VNL,2016,WI-799F70,TRAVECTIO00593VIN,8.08,4.26,0.72,0.18,2203.51,0.527,1.647,388588,190,active,2025-09-11
T0594,1051,1051-594,Freightliner,Cascadia,2020,AL-114I37,TRAVECTIO00594VIN,8.43,4.05,0.74,0.14,2359.26,0.48,1.596,427689,236,active,2025-09-11
T0595,1044,1044-595,Freightliner,Cascadia,2023,OH-618J90,TRAVECTIO00595VIN,8.62,3.57,0.7,0.24,1787.21,0.414,1.533,451741,268,standby,2025-09-11
T0596,1114,1114-596,Volvo,VNL,2017,AZ-511C91,TRAVECTIO00596VIN,7.8,4.26,0.84,0.3,2415.37,0.546,1.928,712211,318,standby,2025-09-11
T0597,1101,1101-597,International,LT,2020,SC-384C49,TRAVECTIO00597VIN,8.1,4.13,0.55,0.17,2399.64,0.51,1.47,352461,454,active,2025-09-11
T0598,1116,1116-598,International,LT,2014,UT-259R51,TRAVECTIO00598VIN,7.66,3.27,0.88,0.17,2191.19,0.427,1.696,537487,411,shop,2025-09-11
T0599,1012,1012-599,International,LT,2021,NV-954U97,TRAVECTIO00599VIN,7.07,3.91,0.62,0.22,1713.37,0.553,1.564,452334,367,active,2025-09-11
T0600,1087,1087-600,Kenworth,T680,2022,MI-847H17,TRAVECTIO00600VIN,6.46,3.89,0.71,0.11,2618.76,0.602,1.684,539238,361,active,2025-09-11
T0601,1115,1115-601,Freightliner,Cascadia,2017,NC-564T87,TRAVECTIO00601VIN,6.83,4.56,0.78,0.12,2191.78,0.668,1.787,423639,434,active,2025-09-11
T0602,1024,1024-602,Kenworth,T680,2021,CA-773X32,TRAVECTIO00602VIN,5.56,4.07,0.75,0.23,2240.32,0.732,1.936,490132,513,active,2025-09-11
T0603,1007,1007-603,Freightliner,Cascadia,2022,SC-818A30,TRAVECTIO00603VIN,6.01,4.05,0.62,0.23,2233.79,0.674,1.747,728960,378,shop,2025-09-11
T0604,1088,1088-604,Kenworth,T680,2019,MO-901X43,TRAVECTIO00604VIN,7.2,4.03,0.53,0.14,1914.57,0.56,1.421,282964,533,active,2025-09-11
T0605,1069,1069-605,Kenworth,T680,2013,CA-899I25,TRAVECTIO00605VIN,6.71,3.88,0.62,0.14,2555.66,0.578,1.594,458168,472,active,2025-09-11
T0606,1104,1104-606,Kenworth,T680,2023,MI-378Q18,TRAVECTIO00606VIN,7.2,4.09,0.8,0.19,2231.25,0.568,1.781,326403,384,active,2025-09-11
T0607,1012,1012-607,Mack,Anthem,2020,OK-178P68,TRAVECTIO00607VIN,5.94,4.03,1.05,0.18,2007.74,0.678,2.109,281491,367,standby,2025-09-11
T0608,1094,1094-608,Kenworth,T680,2011,IL-979S31,TRAVECTIO00608VIN,7.22,4.59,0.56,0.22,1964.22,0.636,1.612,284328,340,active,2025-09-11
T0609,1026,1026-609,Peterbilt,579,2015,NV-205S96,TRAVECTIO00609VIN,6.59,3.98,0.67,0.17,2475.67,0.604,1.692,448287,393,active,2025-09-11
T0610,1019,1019-610,Peterbilt,579,2022,MO-102B11,TRAVECTIO00610VIN,6.88,4.15,0.8,0.2,2537.54,0.603,1.857,260133,384,active,2025-09-11
T0611,1020,1020-611,Freightliner,Cascadia,2018,PA-492E32,TRAVECTIO00611VIN,7.18,4.26,0.67,0.15,1923.06,0.593,1.605,514369,473,active,2025-09-11
T0612,1096,1096-612,International,LT,2023,MA-831X93,TRAVECTIO00612VIN,6.47,4.32,0.74,0.17,2249.39,0.668,1.803,539593,409,shop,2025-09-11
T0613,1076,1076-613,Peterbilt,579,2016,LA-526X50,TRAVECTIO00613VIN,8.62,3.7,0.69,0.14,2407.24,0.429,1.5,448695,392,active,2025-09-11
T0614,1062,1062-614,Freightliner,Cascadia,2020,PA-222Q96,TRAVECTIO00614VIN,9.13,3.94,0.78,0.08,1747.93,0.432,1.467,438965,381,active,2025-09-11
T0615,1045,1045-615,Peterbilt,579,2014,UT-628B61,TRAVECTIO00615VIN,7.44,4.34,0.73,0.14,1998.57,0.583,1.653,314632,407,active,2025-09-11
T0616,1107,1107-616,Volvo,VNL,2024,AR-892J51,TRAVECTIO00616VIN,5.78,3.85,0.82,0.27,1801.93,0.666,1.936,293809,213,active,2025-09-11
T0617,1050,1050-617,International,LT,2018,FL-477G47,TRAVECTIO00617VIN,6.7,4.01,0.7,0.17,2287.46,0.599,1.698,494101,473,standby,2025-09-11
T0618,1097,1097-618,Kenworth,T680,2022,IA-348O57,TRAVECTIO00618VIN,5.24,3.87,0.64,0.27,2285.52,0.739,1.878,373750,376,standby,2025-09-11
T0619,1052,1052-619,Volvo,VNL,2023,NV-300X79,TRAVECTIO00619VIN,7.24,3.79,0.7,0.23,1461.37,0.523,1.599,409572,303,active,2025-09-11
T0620,1048,1048-620,Peterbilt,579,2011,MA-519A39,TRAVECTIO00620VIN,7.54,3.88,0.77,0.22,1995.94,0.515,1.705,735805,454,standby,2025-09-11
T0621,1053,1053-621,Kenworth,T680,2021,NM-810A52,TRAVECTIO00621VIN,7.73,3.82,0.76,0.19,1789.65,0.494,1.623,320578,364,active,2025-09-11
T0622,1036,1036-622,Mack,Anthem,2017,NY-855X49,TRAVECTIO00622VIN,7.12,4.13,0.78,0.15,2401.72,0.58,1.75,388331,272,active,2025-09-11
T0623,1088,1088-623,Peterbilt,579,2019,LA-529P17,TRAVECTIO00623VIN,8.23,4.0,0.64,0.33,2110.06,0.486,1.667,321200,341,active,2025-09-11
T0624,1057,1057-624,Mack,Anthem,2015,AL-144H76,TRAVECTIO00624VIN,7.13,4.21,0.97,0.21,2583.17,0.59,2.028,323276,356,shop,2025-09-11
T0625,1033,1033-625,Mack,Anthem,2016,IN-865C84,TRAVECTIO00625VIN,7.05,4.72,0.89,0.19,1640.88,0.67,1.914,550539,370,active,2025-09-11
